(9-13-16) Twitter Data:,,,,,,,,(9-20-16) Twitter Data:,,,,,,,,,,,,,,,,
line,actor,body,favoritesCount,neutral,polar,pos,neg,line,actor,body,favoritesCount,neutral,polar,pos,neg,,,,,(9-16-15),neutral,polar,pos,neg
87,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.4,0.6,87,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.3,0.7,,,,,,,,,
88,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.4,0.6,88,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
89,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.4,0.6,89,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.3,0.7,,,,,,,,,
90,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.4,0.6,90,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
91,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.4,0.6,91,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.3,0.7,,,,,,,,,
92,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,92,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
93,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.4,0.6,93,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
94,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.4,0.6,94,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
95,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.4,0.6,95,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.3,0.7,,,,,,,,,
96,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.4,0.6,96,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.3,0.7,,,,,,,,,
97,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.4,0.6,97,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.3,0.7,,,,,,,,,
98,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.4,0.6,98,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.3,0.7,,,,,,,,,
99,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.4,0.6,99,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.3,0.7,,,,,,,,,
100,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.4,0.6,100,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.3,0.7,,,,,,,,,
101,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.4,0.6,101,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.3,0.7,,,,,,,,,
102,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.4,0.6,102,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.3,0.7,,,,,,,,,
103,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.4,0.6,103,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
104,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.4,0.6,104,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.3,0.7,,,,,,,,,
105,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.4,0.6,105,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.3,0.7,,,,,,,,,
106,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.4,0.6,106,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.3,0.7,,,,,,,,,
107,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.4,0.6,107,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.3,0.7,,,,,,,,,
108,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.4,0.6,108,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.3,0.7,,,,,,,,,
109,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.4,0.6,109,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.3,0.7,,,,,,,,,
110,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.4,0.6,110,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.3,0.7,,,,,,,,,
111,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,111,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
112,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.4,0.6,112,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.3,0.7,,,,,,,,,
113,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.4,0.6,113,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.3,0.7,,,,,,,,,
114,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.4,0.6,114,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.3,0.7,,,,,,,,,
115,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.4,0.6,115,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.3,0.7,,,,,,,,,
116,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.4,0.6,116,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
117,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.4,0.6,117,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.3,0.7,,,,,,,,,
118,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.4,0.6,118,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
119,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.4,0.6,119,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.3,0.7,,,,,,,,,
120,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.4,0.6,120,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.3,0.7,,,,,,,,,
121,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.4,0.6,121,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.3,0.7,,,,,,,,,
122,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.4,0.6,122,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.3,0.7,,,,,,,,,
123,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.4,0.6,123,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.3,0.7,,,,,,,,,
124,"{'objecttype': 'person', 'id': 'id:twitter.com...",#refugeecrisis: it will be a matter of time be...,0,0.7,0.3,0.4,0.6,124,"{'objecttype': 'person', 'id': 'id:twitter.com...",#refugeecrisis: it will be a matter of time be...,0,0.7,0.3,0.3,0.7,,,,,,,,,
125,"{'objecttype': 'person', 'id': 'id:twitter.com...",lunatic asylum: the place where optimism most ...,0,0.7,0.3,0.4,0.6,125,"{'objecttype': 'person', 'id': 'id:twitter.com...",lunatic asylum: the place where optimism most ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
126,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @20committee: croatia's smug period of refu...,0,0.7,0.3,0.4,0.6,126,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @20committee: croatia's smug period of refu...,0,0.7,0.3,0.3,0.7,,,,,,,,,
127,"{'objecttype': 'person', 'id': 'id:twitter.com...",and this is just the beginning as war drags on…,0,0.7,0.3,0.4,0.6,127,"{'objecttype': 'person', 'id': 'id:twitter.com...",and this is just the beginning as war drags on…,0,0.7,0.3,0.3,0.7,,,,,,,,,
128,"{'objecttype': 'person', 'id': 'id:twitter.com...",yahoo news : switzerland offers europe lessons...,0,0.7,0.3,0.4,0.6,128,"{'objecttype': 'person', 'id': 'id:twitter.com...",yahoo news : switzerland offers europe lessons...,0,0.7,0.3,0.3,0.7,,,,,,,,,
129,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @huffingtonpost: greek family on vacation s...,0,0.7,0.3,0.4,0.6,129,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @huffingtonpost: greek family on vacation s...,0,0.7,0.3,0.3,0.7,,,,,,,,,
130,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rickgladstone: dismayed at intl response t...,0,0.7,0.3,0.4,0.6,130,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rickgladstone: dismayed at intl response t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
131,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rtenews: pope francis puts up syrian refug...,0,0.7,0.3,0.4,0.6,131,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rtenews: pope francis puts up syrian refug...,0,0.7,0.3,0.3,0.7,,,,,,,,,
132,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rediceradio: destruction of europe: migran...,0,0.7,0.3,0.4,0.6,132,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rediceradio: destruction of europe: migran...,0,0.7,0.3,0.3,0.7,,,,,,,,,
133,"{'objecttype': 'person', 'id': 'id:twitter.com...","leg done today , quality kit helping us get so...",0,0.7,0.3,0.4,0.6,133,"{'objecttype': 'person', 'id': 'id:twitter.com...","leg done today , quality kit helping us get so...",0,0.7,0.3,0.3,0.7,,,,,,,,,
134,"{'objecttype': 'person', 'id': 'id:twitter.com...",going to piss you off... us government to offe...,0,0.7,0.3,0.4,0.6,134,"{'objecttype': 'person', 'id': 'id:twitter.com...",going to piss you off... us government to offe...,0,0.7,0.3,0.3,0.7,,,,,,,,,
135,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @elyseecom: le mieux et le plus rapide est ...,0,0.7,0.3,0.4,0.6,135,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @elyseecom: le mieux et le plus rapide est ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
136,"{'objecttype': 'person', 'id': 'id:twitter.com...",what central europeans want to know on the #re...,0,0.7,0.3,0.4,0.6,136,"{'objecttype': 'person', 'id': 'id:twitter.com...",what central europeans want to know on the #re...,0,0.7,0.3,0.3,0.7,,,,,,,,,
137,"{'objecttype': 'person', 'id': 'id:twitter.com...",tight-knit no more? refugee crisis threatens e...,0,0.7,0.3,0.4,0.6,137,"{'objecttype': 'person', 'id': 'id:twitter.com...",tight-knit no more? refugee crisis threatens e...,0,0.7,0.3,0.3,0.7,,,,,,,,,
138,"{'objecttype': 'person', 'id': 'id:twitter.com...",emotional syrian refugee blasts fraud migrants...,0,0.7,0.3,0.4,0.6,138,"{'objecttype': 'person', 'id': 'id:twitter.com...",emotional syrian refugee blasts fraud migrants...,0,0.7,0.3,0.3,0.7,,,,,,,,,
139,"{'objecttype': 'person', 'id': 'id:twitter.com...",german minister: 'we can't take every refugee'...,0,0.7,0.3,0.4,0.6,139,"{'objecttype': 'person', 'id': 'id:twitter.com...",german minister: 'we can't take every refugee'...,0,0.7,0.3,0.3,0.7,,,,,,,,,
140,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @xsmed_: no matter what anyone says.,americ...",0,0.7,0.3,0.4,0.6,140,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @xsmed_: no matter what anyone says.,americ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
141,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.4,0.6,141,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.3,0.7,,,,,,,,,
142,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.4,0.6,142,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
143,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.4,0.6,143,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.3,0.7,,,,,,,,,
144,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.4,0.6,144,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
145,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.4,0.6,145,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.3,0.7,,,,,,,,,
146,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.4,0.6,146,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
147,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.4,0.6,147,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.3,0.7,,,,,,,,,
148,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,148,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
149,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.4,0.6,149,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
150,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.4,0.6,150,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
151,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.4,0.6,151,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.3,0.7,,,,,,,,,
152,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.4,0.6,152,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.3,0.7,,,,,,,,,
153,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.4,0.6,153,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.3,0.7,,,,,,,,,
154,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.4,0.6,154,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.3,0.7,,,,,,,,,
155,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.4,0.6,155,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.3,0.7,,,,,,,,,
156,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.4,0.6,156,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.3,0.7,,,,,,,,,
157,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.4,0.6,157,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.3,0.7,,,,,,,,,
158,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.4,0.6,158,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.3,0.7,,,,,,,,,
159,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.4,0.6,159,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
160,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.4,0.6,160,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.3,0.7,,,,,,,,,
161,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.4,0.6,161,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.3,0.7,,,,,,,,,
162,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.4,0.6,162,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.3,0.7,,,,,,,,,
163,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.4,0.6,163,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.3,0.7,,,,,,,,,
164,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.4,0.6,164,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.3,0.7,,,,,,,,,
165,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.4,0.6,165,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.3,0.7,,,,,,,,,
166,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.4,0.6,166,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.3,0.7,,,,,,,,,
167,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,167,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
168,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.4,0.6,168,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.3,0.7,,,,,,,,,
169,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.4,0.6,169,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.3,0.7,,,,,,,,,
170,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.4,0.6,170,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.3,0.7,,,,,,,,,
171,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.4,0.6,171,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.3,0.7,,,,,,,,,
172,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.4,0.6,172,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
173,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.4,0.6,173,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.3,0.7,,,,,,,,,
174,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.4,0.6,174,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
